2025-03-03 13:48:11,255 - ProgramSummaryTracker - INFO - Program Summary Tracker initialized. Saving reports to: KnowledgeBase/MediaCoverageAnalytics/KnowledgeBase/CompanyProfile/Acrylnagelproducten/ProgramSummaries
2025-03-03 13:48:11,256 - ProgramSummaryTracker - INFO - All classes and functions patched successfully
2025-03-03 13:52:49,695 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1109 in, 11 out
2025-03-03 13:52:50,892 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1095 in, 16 out
2025-03-03 13:52:51,957 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1109 in, 11 out
2025-03-03 13:53:10,305 - ProgramSummaryTracker - INFO - Recorded chatbot call: chatgpt-4o-latest, tokens: 4970 in, 1831 out
2025-03-03 13:53:29,891 - ProgramSummaryTracker - INFO - Recorded chatbot call: chatgpt-4o-latest, tokens: 6536 in, 1973 out
2025-03-03 13:53:49,912 - ProgramSummaryTracker - INFO - Recorded chatbot call: chatgpt-4o-latest, tokens: 8053 in, 1925 out
2025-03-03 13:53:57,246 - ProgramSummaryTracker - INFO - Recorded chatbot call: chatgpt-4o-latest, tokens: 5918 in, 718 out
2025-03-03 13:54:12,031 - ProgramSummaryTracker - INFO - Recorded chatbot call: chatgpt-4o-latest, tokens: 6020 in, 1138 out
2025-03-03 13:54:18,400 - ProgramSummaryTracker - INFO - Recorded chatbot call: chatgpt-4o-latest, tokens: 8570 in, 533 out
2025-03-03 13:54:24,523 - ProgramSummaryTracker - INFO - Recorded chatbot call: chatgpt-4o-latest, tokens: 138 in, 372 out
2025-03-03 13:54:25,231 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 40 in, 11 out
2025-03-03 13:54:27,346 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 104 in, 75 out
2025-03-03 13:54:28,014 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 40 in, 11 out
2025-03-03 13:54:29,314 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 93 in, 63 out
2025-03-03 13:54:30,127 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 40 in, 11 out
2025-03-03 13:54:33,760 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 81 in, 52 out
2025-03-03 13:54:34,762 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 45 in, 16 out
2025-03-03 13:54:35,813 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 80 in, 50 out
2025-03-03 13:54:36,700 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 43 in, 14 out
2025-03-03 13:54:38,083 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 84 in, 54 out
2025-03-03 13:54:38,833 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 38 in, 8 out
2025-03-03 13:54:40,497 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 90 in, 61 out
2025-03-03 13:54:41,630 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 40 in, 11 out
2025-03-03 13:54:42,787 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 97 in, 68 out
2025-03-03 13:54:48,131 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 401 in, 433 out
2025-03-03 13:55:01,593 - ProgramSummaryTracker - INFO - Recorded chatbot call: chatgpt-4o-latest, tokens: 8375 in, 492 out
2025-03-03 13:55:13,131 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1167 in, 1144 out
2025-03-03 13:56:07,399 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 5879 in, 5531 out
2025-03-03 13:56:14,093 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 522 in, 497 out
2025-03-03 13:56:20,954 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 748 in, 719 out
2025-03-03 13:56:21,466 - ProgramSummaryTracker - INFO - Generated summary report: KnowledgeBase/MediaCoverageAnalytics/KnowledgeBase/CompanyProfile/Acrylnagelproducten/ProgramSummaries/ProgramSummary_20250303_135620.md
2025-03-03 13:56:21,469 - ProgramSummaryTracker - INFO - Saved raw tracking data: KnowledgeBase/MediaCoverageAnalytics/KnowledgeBase/CompanyProfile/Acrylnagelproducten/ProgramSummaries/ProgramSummaryData_20250303_135621.json
